state_alpha,county_name,county_ansi,state_fips_code,year,"AG SERVICES, CUSTOMWORK - EXPENSE, MEASURED IN $","AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $","AG SERVICES, OTHER - EXPENSE, MEASURED IN $","AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $","ANIMAL TOTALS - EXPENSE, MEASURED IN $","ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $","CHEMICAL TOTALS - EXPENSE, MEASURED IN $","DEPRECIATION - EXPENSE, MEASURED IN $","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","FEED - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","INTEREST - EXPENSE, MEASURED IN $","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","LABOR, CONTRACT - EXPENSE, MEASURED IN $","LABOR, HIRED - EXPENSE, MEASURED IN $","LABOR, HIRED, GE 150 DAYS - EXPENSE, MEASURED IN $","LABOR, HIRED, LT 150 DAYS - EXPENSE, MEASURED IN $","RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $","SEEDS & PLANTS TOTALS - EXPENSE, MEASURED IN $","SUPPLIES & REPAIRS, (EXCL LUBRICANTS) - EXPENSE, MEASURED IN $","TAXES, PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD) - EXPENSE, MEASURED IN $","ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $"
IA,CERRO GORDO,033,19,2012,3182000,1771000,9220000,2011000,12833000,402000,11898000,18239000,192907000,19816000,33142000,8038000,7471000,2812000,4659000,325000,3451000,722000,909000,43068000,24529000,8565000,3589000,12431000
IA,CHEROKEE,035,19,2007,2712000,645000,8153000,3291000,57582000,1720000,5895000,13865000,195925000,43160000,13239000,7753000,8259000,3803000,4456000,482000,3720000,1376000,470000,18944000,10525000,8374000,3190000,55861000
IA,CHEROKEE,035,19,2012,4896000,862000,12276000,4506000,47047000,1676000,12304000,22615000,280749000,65983000,26918000,9300000,12112000,4773000,7339000,750000,5762000,2327000,899000,40236000,23122000,10954000,3720000,45371000
IA,CHICKASAW,037,19,2007,2265000,1041000,7506000,2665000,41801000,2205000,8148000,16800000,177918000,31872000,14515000,8685000,10351000,4757000,5594000,2011000,5447000,1401000,904000,17050000,10204000,10895000,3462000,39596000
IA,CHICKASAW,037,19,2012,4562000,735000,11247000,4073000,50764000,1832000,15157000,26536000,283264000,60401000,30881000,9936000,11629000,3264000,8365000,3288000,5863000,2636000,784000,32591000,22506000,15023000,4609000,48932000
IA,CLARKE,039,19,2007,757000,47000,1571000,807000,5854000,2848000,892000,4473000,38373000,12040000,2264000,1958000,3230000,1146000,2084000,84000,853000,198000,237000,1502000,1684000,2827000,2001000,3006000
IA,CLARKE,039,19,2012,2325000,294000,8845000,2243000,6904000,1540000,2575000,4587000,92866000,34679000,6356000,2991000,3802000,1100000,2701000,260000,3473000,392000,245000,6891000,4165000,4948000,2114000,5363000
IA,CLAY,041,19,2007,2151000,1271000,8880000,2533000,47143000,6527000,6012000,14018000,191660000,40856000,16461000,6843000,7167000,2701000,4466000,2537000,7977000,1408000,440000,20064000,12468000,6675000,2620000,40617000
IA,CLAY,041,19,2012,4134000,932000,13566000,3574000,48764000,5557000,12028000,21879000,277978000,62610000,29798000,8457000,7310000,2917000,4393000,4324000,10702000,3326000,692000,32539000,23855000,11336000,4048000,43207000
IA,CLAYTON,043,19,2007,3429000,573000,10430000,3773000,34744000,3233000,7198000,20336000,185310000,36835000,14195000,9980000,13112000,4052000,9060000,335000,5905000,2602000,750000,14890000,11163000,12369000,6379000,31511000
IA,CLAYTON,043,19,2012,5953000,1207000,14109000,5176000,39757000,4707000,12669000,29557000,309160000,81912000,33310000,15287000,15091000,4265000,10826000,540000,10350000,4270000,2331000,28678000,22011000,15968000,7141000,35050000
IA,CLINTON,045,19,2007,3023000,1494000,8574000,2430000,26627000,2058000,12005000,18922000,181864000,14307000,23053000,9384000,12015000,4961000,7054000,232000,5188000,2074000,1012000,32556000,14854000,10642000,5480000,24569000
IA,CLINTON,045,19,2012,4714000,2253000,13445000,3688000,47498000,3155000,20624000,31743000,305159000,29840000,44375000,13465000,14637000,4935000,9702000,452000,5851000,2399000,1477000,50007000,31144000,16637000,6528000,44343000
IA,CRAWFORD,047,19,2007,2045000,1779000,8556000,2647000,48475000,1538000,8893000,15039000,211027000,38354000,19839000,7230000,9986000,4576000,5411000,376000,4928000,2095000,655000,32047000,13750000,8580000,3541000,46936000
IA,CRAWFORD,047,19,2012,5165000,2242000,15787000,4082000,42691000,3686000,16847000,31739000,334262000,63510000,44804000,13642000,11675000,4095000,7581000,766000,7445000,3894000,982000,55585000,30026000,13810000,6185000,39005000
IA,DALLAS,049,19,2007,4513000,1038000,10941000,2239000,17678000,409000,6450000,11993000,136438000,13713000,12579000,5776000,5131000,1856000,3276000,1328000,14637000,1242000,615000,18442000,10706000,7992000,3274000,17269000
IA,DALLAS,049,19,2012,3702000,1565000,11125000,2392000,14637000,2278000,9094000,18938000,189080000,28817000,27105000,6902000,7058000,2835000,4222000,482000,12328000,2346000,996000,30142000,19746000,9741000,4243000,12359000
IA,DAVIS,051,19,2007,802000,236000,2697000,1431000,8594000,1590000,2244000,7766000,57206000,13883000,4904000,3276000,3914000,1519000,2395000,143000,1827000,877000,155000,3016000,2920000,4270000,3048000,7004000
IA,DAVIS,051,19,2012,1963000,1574000,5132000,2074000,9371000,1763000,4000000,8584000,100569000,31537000,10844000,3740000,4744000,1065000,3679000,440000,2506000,1064000,283000,6192000,6918000,6638000,2897000,7607000
IA,DECATUR,053,19,2007,545000,52000,4325000,885000,9375000,933000,1125000,4514000,47475000,10021000,3967000,2567000,2927000,912000,2015000,210000,1484000,698000,180000,2402000,2283000,3085000,2221000,8442000
IA,DECATUR,053,19,2012,2122000,589000,4381000,1597000,22303000,3094000,2735000,7998000,89545000,19486000,8197000,3694000,4267000,1155000,3112000,346000,3511000,1108000,336000,4806000,4985000,4161000,2366000,19209000
IA,DELAWARE,055,19,2007,3711000,944000,15126000,4975000,73663000,1763000,8340000,28560000,266422000,53029000,17099000,12472000,19090000,7472000,11619000,295000,5737000,2764000,860000,18758000,12508000,14744000,5931000,71899000
IA,DELAWARE,055,19,2012,5703000,1928000,18202000,5737000,78857000,3154000,15217000,37224000,395712000,90711000,41229000,15854000,20673000,5906000,14767000,755000,8427000,3033000,1598000,35307000,27731000,22074000,7305000,75703000
IA,DES MOINES,057,19,2007,1290000,755000,2643000,781000,2800000,370000,4534000,5964000,55046000,3555000,8807000,3279000,2857000,1011000,1846000,115000,1056000,286000,308000,10321000,6290000,3598000,2366000,2431000
IA,DES MOINES,057,19,2012,1999000,1383000,3410000,1303000,5089000,550000,7697000,9554000,84918000,8524000,13466000,3864000,4023000,1013000,3010000,434000,1890000,407000,600000,14172000,10047000,4648000,2970000,4539000
IA,DICKINSON,059,19,2007,2131000,337000,5847000,1643000,21592000,799000,4367000,7980000,96654000,9608000,10947000,4257000,4585000,1596000,2989000,130000,3157000,1225000,380000,13201000,8106000,5045000,1701000,20794000
IA,DICKINSON,059,19,2012,2382000,1494000,5080000,1718000,18606000,415000,7172000,10902000,129789000,19946000,17780000,6198000,4702000,1303000,3399000,189000,3428000,847000,599000,19118000,13650000,6474000,1851000,18190000
IA,DUBUQUE,061,19,2007,3614000,794000,9453000,3967000,59327000,2424000,5286000,17879000,209075000,44178000,13566000,10689000,11154000,3630000,7524000,252000,6022000,2368000,798000,11856000,8820000,14174000,5925000,56903000
IA,DUBUQUE,061,19,2012,5185000,1140000,12674000,5030000,89523000,6365000,9803000,26666000,317397000,75756000,24996000,12893000,13565000,4052000,9513000,751000,6472000,2364000,1524000,19354000,17322000,16823000,6111000,83158000
IA,EMMET,063,19,2007,1536000,190000,6000000,1767000,40395000,842000,3970000,14118000,155844000,36055000,16713000,5155000,7900000,3868000,4032000,172000,3275000,1507000,457000,14721000,9370000,5976000,2649000,39554000
IA,EMMET,063,19,2012,2890000,692000,10160000,3227000,40157000,1326000,7676000,17292000,223043000,67009000,19950000,6324000,7522000,2925000,4597000,673000,5743000,2295000,970000,22576000,16599000,8916000,2929000,38831000
IA,FAYETTE,065,19,2007,3106000,787000,15625000,3780000,32622000,2028000,8709000,23875000,221347000,48564000,19152000,11072000,11814000,4173000,7640000,742000,7247000,2561000,1088000,25514000,13996000,13225000,5394000,30594000
IA,FAYETTE,065,19,2012,4279000,2889000,16168000,4652000,50095000,2418000,14798000,31794000,333255000,82019000,35840000,11633000,14822000,3551000,11271000,855000,10922000,4984000,1399000,35983000,25461000,15984000,6854000,47677000
IA,FLOYD,067,19,2007,1059000,1083000,8584000,2039000,22556000,1526000,6375000,14035000,136209000,17597000,15178000,7175000,7654000,3616000,4038000,538000,4656000,1134000,529000,19047000,11520000,7411000,3736000,21030000
IA,FLOYD,067,19,2012,2482000,2009000,10328000,2762000,27367000,1202000,11698000,20963000,216505000,31389000,31413000,8164000,9400000,2836000,6564000,714000,5736000,1931000,1148000,35074000,23670000,9881000,4417000,26165000
IA,FRANKLIN,069,19,2007,3930000,1528000,10955000,3571000,60284000,636000,8996000,17662000,262770000,66582000,19851000,9149000,11516000,4689000,6827000,1180000,6717000,2350000,776000,29291000,14859000,10229000,4133000,59648000
IA,FRANKLIN,069,19,2012,5233000,1859000,15134000,4437000,43082000,809000,15304000,24658000,345471000,98104000,37140000,9634000,8945000,3067000,5878000,1554000,7286000,2107000,975000,52803000,27329000,13008000,4620000,42273000
IA,FREMONT,071,19,2007,1380000,733000,4752000,922000,2126000,308000,4498000,6536000,56749000,2417000,7776000,3524000,3816000,1582000,2234000,151000,2391000,855000,363000,8500000,6829000,4825000,2110000,1818000
IA,FREMONT,071,19,2012,2118000,1057000,7136000,1447000,5194000,780000,11599000,14873000,124450000,6500000,20720000,7143000,4582000,1605000,2977000,329000,6097000,2056000,863000,21976000,16506000,9028000,3018000,4414000
IA,GREENE,073,19,2007,2382000,769000,7282000,1643000,45518000,570000,7902000,13271000,164805000,18034000,17640000,6496000,8090000,3723000,4367000,483000,3623000,763000,496000,19305000,13425000,8721000,3493000,44948000
IA,GREENE,073,19,2012,6392000,2650000,10401000,2814000,28581000,1437000,14414000,23756000,243404000,40944000,32363000,8974000,9502000,3227000,6275000,571000,6693000,2470000,1088000,35270000,26133000,13247000,4456000,27145000
IA,GRUNDY,075,19,2007,4213000,971000,9975000,2571000,30104000,579000,10630000,17724000,184561000,28855000,16189000,7803000,9074000,4026000,5047000,680000,6468000,1867000,812000,32954000,11918000,8697000,3461000,29525000
IA,GRUNDY,075,19,2012,9266000,1305000,11937000,2406000,23383000,1473000,18793000,27458000,260885000,37167000,30923000,9407000,10641000,3178000,7463000,760000,7763000,1890000,804000,55726000,25115000,11581000,4713000,21910000
IA,GUTHRIE,077,19,2007,1358000,956000,6753000,2854000,28375000,928000,5211000,12726000,135954000,21912000,11360000,6266000,7456000,2489000,4967000,308000,6512000,1030000,353000,14174000,9429000,9263000,3768000,27446000
IA,GUTHRIE,077,19,2012,2357000,907000,10398000,3108000,23740000,2525000,9608000,16247000,202766000,54149000,19700000,6957000,8358000,2442000,5917000,602000,7028000,1399000,796000,25616000,15409000,11161000,3668000,21214000
IA,HAMILTON,079,19,2007,2231000,1419000,11944000,5062000,49305000,7496000,7895000,23285000,265074000,74752000,17821000,10859000,10291000,4477000,5814000,494000,10853000,1552000,529000,31836000,13480000,12973000,3859000,41808000
IA,HAMILTON,079,19,2012,5019000,2861000,19414000,6394000,53230000,6921000,14089000,35503000,426824000,161585000,30417000,12611000,11211000,4430000,6781000,758000,15658000,7975000,946000,47505000,25888000,15291000,4893000,46309000
IA,HANCOCK,081,19,2007,2054000,999000,16968000,2894000,35546000,1020000,8368000,17063000,212199000,46801000,21221000,8249000,7598000,3703000,3895000,592000,6263000,1981000,1252000,25807000,15781000,9859000,3198000,34526000
IA,HANCOCK,081,19,2012,4042000,1983000,17382000,4716000,40355000,2627000,14989000,30965000,355563000,103835000,38664000,10274000,16116000,5108000,11007000,752000,11292000,6357000,1534000,45052000,28565000,13151000,4396000,37727000
IA,HARDIN,083,19,2007,2390000,627000,13915000,5836000,71187000,4610000,7748000,24812000,305253000,103101000,16206000,9042000,10225000,4284000,5941000,754000,9713000,2017000,637000,24900000,13175000,12591000,3843000,66576000
IA,HARDIN,083,19,2012,6000000,904000,15375000,5258000,55693000,3046000,13233000,34341000,381236000,126286000,31093000,10562000,12039000,3994000,8044000,1028000,10639000,3399000,969000,49661000,24918000,13958000,4592000,52648000
IA,HARRISON,085,19,2007,2017000,691000,5574000,1436000,8478000,1528000,6746000,10570000,97083000,5930000,14432000,5706000,7218000,2618000,4600000,344000,2583000,940000,533000,14573000,10878000,6827000,3651000,6951000
IA,HARRISON,085,19,2012,4047000,1507000,8870000,3154000,10995000,3119000,14352000,23747000,205061000,13314000,39016000,11008000,10719000,3444000,7275000,603000,4904000,2028000,643000,39242000,27589000,10694000,5048000,7875000
IA,HENRY,087,19,2007,1381000,299000,4536000,1433000,14527000,1161000,4637000,10073000,90955000,20272000,8664000,4659000,5226000,1544000,3682000,282000,2585000,1251000,451000,8964000,5882000,4704000,2904000,13366000
IA,HENRY,087,19,2012,2009000,817000,5477000,2020000,10392000,1261000,9091000,14331000,125888000,25635000,15977000,5920000,7238000,1943000,5295000,329000,3205000,1395000,459000,15530000,11545000,6549000,4155000,9131000
IA,HOWARD,089,19,2007,1235000,996000,8666000,2807000,20446000,1913000,4962000,14527000,143646000,30856000,13649000,7564000,8748000,3467000,5281000,262000,4394000,1055000,386000,16799000,9946000,8447000,3869000,18533000
IA,HOWARD,089,19,2012,4084000,2959000,13342000,3537000,26358000,1144000,11322000,24401000,246056000,51023000,30375000,10553000,12108000,3809000,8299000,552000,7553000,2403000,929000,34136000,21302000,11906000,4944000,25214000
IA,HUMBOLDT,091,19,2007,860000,314000,7267000,1968000,13872000,1665000,6179000,17415000,110163000,15829000,14836000,5914000,5095000,2742000,2354000,332000,2283000,744000,576000,16051000,10168000,6808000,2386000,12207000
IA,HUMBOLDT,091,19,2012,2020000,719000,7665000,1785000,16427000,934000,9170000,16849000,163136000,30815000,23696000,7002000,5404000,2028000,3377000,359000,2333000,874000,800000,27407000,16315000,9269000,2749000,15493000
IA,IDA,093,19,2007,1846000,652000,6504000,1521000,24421000,2165000,6440000,10936000,127736000,17602000,12725000,5535000,7322000,3933000,3389000,144000,3910000,1228000,680000,21277000,9674000,5901000,2261000,22257000
IA,IDA,093,19,2012,5432000,1297000,11684000,2804000,30639000,1251000,13219000,15445000,230773000,51660000,23706000,6999000,9158000,3359000,5798000,403000,6731000,1775000,701000,36690000,19087000,8547000,2717000,29389000
IA,IOWA,095,19,2007,2104000,748000,8140000,2244000,29071000,1493000,7149000,13315000,146312000,21155000,12819000,7969000,7526000,3165000,4360000,608000,5585000,2447000,636000,18485000,9468000,8600000,4640000,27579000
IA,IOWA,095,19,2012,4382000,785000,11696000,2900000,24392000,4709000,11054000,21139000,210762000,41146000,23919000,8819000,9181000,3292000,5889000,1587000,6975000,3007000,1020000,27162000,20837000,10421000,5506000,19683000
IA,JACKSON,097,19,2007,1443000,183000,5037000,1804000,32843000,2653000,3640000,10483000,114660000,14151000,8842000,5906000,6895000,2225000,4670000,97000,4363000,1519000,417000,11960000,5767000,7435000,4295000,30190000
IA,JACKSON,097,19,2012,2919000,756000,13240000,2705000,51256000,2773000,10316000,17575000,205668000,30584000,21261000,8613000,10150000,2868000,7282000,362000,5001000,1702000,1083000,18298000,13977000,11415000,4816000,48483000
IA,JASPER,099,19,2007,1592000,959000,9903000,2603000,19181000,1461000,11430000,15901000,175579000,27302000,19085000,8589000,8849000,3579000,5270000,202000,4803000,1903000,500000,28406000,15987000,11148000,5539000,17720000
IA,JASPER,099,19,2012,2842000,1767000,12204000,3383000,18374000,2662000,16490000,22160000,225182000,33298000,31382000,9941000,8299000,1992000,6307000,945000,9156000,4346000,1292000,33867000,25180000,11895000,6159000,15712000
IA,JEFFERSON,101,19,2007,666000,189000,2979000,971000,7807000,503000,2390000,6491000,56627000,8949000,6924000,3192000,4065000,1259000,2806000,217000,1513000,202000,297000,6133000,4163000,4060000,2410000,7304000
IA,JEFFERSON,101,19,2012,1424000,624000,4075000,1326000,6339000,974000,5480000,9249000,86822000,17432000,11446000,4097000,4992000,1498000,3494000,229000,1836000,645000,253000,11310000,8283000,4841000,3088000,5365000
IA,JOHNSON,103,19,2007,4581000,455000,6839000,2212000,19077000,825000,7717000,15930000,140068000,23848000,13918000,8612000,6586000,2047000,4540000,203000,5714000,1330000,366000,16350000,9805000,8788000,5361000,18252000
IA,JOHNSON,103,19,2012,3669000,461000,10899000,4864000,17531000,2511000,11846000,21099000,205942000,35014000,23625000,10052000,10135000,3143000,6992000,755000,7379000,2024000,1259000,31066000,19748000,12849000,6048000,15019000
IA,JONES,105,19,2007,2154000,675000,6785000,2414000,38961000,2047000,7545000,14140000,159976000,19539000,15068000,8223000,10325000,4132000,6192000,775000,4458000,1767000,577000,19257000,10316000,8998000,4484000,36914000
IA,JONES,105,19,2012,4350000,569000,8602000,3200000,44154000,3863000,13176000,24115000,231368000,32100000,30535000,9515000,10511000,3067000,7444000,398000,6615000,3405000,798000,29349000,20315000,12669000,5311000,40290000
IA,KEOKUK,107,19,2007,1316000,744000,6247000,2069000,18028000,1057000,5549000,10675000,114860000,22187000,11843000,6154000,6566000,2050000,4516000,438000,2521000,1082000,453000,12163000,7764000,6817000,4455000,16971000
IA,KEOKUK,107,19,2012,2523000,1230000,8038000,2744000,25355000,2129000,10613000,14654000,182121000,38074000,21277000,8162000,10070000,2206000,7865000,626000,4863000,2273000,791000,20837000,13987000,8848000,4872000,23226000
IA,KOSSUTH,109,19,2007,3932000,1333000,16162000,4509000,80110000,2557000,12249000,34187000,348628000,69178000,33632000,14829000,16098000,6122000,9976000,747000,10164000,1255000,1469000,39286000,24149000,16020000,6230000,77552000
IA,KOSSUTH,109,19,2012,7329000,2825000,17957000,6054000,60443000,1348000,24600000,46041000,498959000,116309000,66592000,18021000,17524000,5400000,12123000,1248000,10208000,1872000,2345000,72552000,47450000,22348000,7499000,59096000
IA,LEE,111,19,2007,897000,161000,4791000,1498000,5154000,490000,4184000,7273000,65799000,5479000,10551000,5025000,3653000,965000,2688000,149000,2452000,1157000,401000,6085000,6839000,5881000,3000000,4664000
IA,LEE,111,19,2012,1458000,189000,4241000,2083000,8797000,1099000,6700000,10375000,103030000,13864000,16020000,6079000,5150000,1534000,3616000,504000,3651000,1431000,677000,12618000,11546000,6592000,3539000,7698000
IA,LINN,113,19,2007,2673000,969000,7457000,2035000,15191000,1901000,8046000,13019000,135183000,15209000,17962000,8197000,7482000,2773000,4709000,307000,5912000,2441000,438000,18860000,11785000,8072000,5028000,13290000
IA,LINN,113,19,2012,3926000,1970000,12557000,3087000,18002000,2837000,13228000,26187000,217431000,22317000,34413000,10236000,10481000,2969000,7512000,506000,10800000,2949000,1099000,35932000,22072000,11468000,6435000,15165000
IA,LOUISA,115,19,2007,963000,849000,3322000,1495000,12920000,981000,4532000,8044000,80205000,15913000,7276000,3399000,4659000,1690000,2970000,350000,3524000,840000,480000,8582000,5559000,4326000,2534000,11940000
IA,LOUISA,115,19,2012,2021000,690000,4682000,2129000,16261000,3330000,7054000,10211000,129053000,31072000,14745000,4495000,5587000,1631000,3955000,383000,4854000,1633000,493000,14619000,11681000,5972000,2807000,12931000
IA,LUCAS,117,19,2007,438000,100000,1427000,705000,4741000,687000,827000,3677000,28533000,5873000,2546000,1835000,1810000,487000,1323000,143000,813000,447000,148000,1538000,1469000,2474000,1796000,4054000
IA,LUCAS,117,19,2012,722000,200000,2113000,857000,7018000,1480000,2267000,4162000,50029000,12612000,5151000,2284000,3023000,745000,2278000,194000,1103000,315000,153000,3683000,3407000,3205000,2189000,5538000
IA,LYON,119,19,2007,3469000,757000,12850000,4189000,123979000,4542000,6507000,22236000,339125000,90727000,13552000,9102000,12847000,6246000,6601000,463000,10920000,4185000,605000,22614000,12640000,11065000,3444000,119438000
